Date,Close_GOOGL,High_GOOGL,Low_GOOGL,Open_GOOGL,Volume_GOOGL,SMA_10,SMA_20,SMA_50,SMA_200,EMA_10,EMA_20,EMA_50,RSI_14,MACD,MACD_Signal,MACD_Histogram,ROC_12,BB_Middle,BB_Upper,BB_Lower,ATR_14,Volatility_20,Sentiment_1d,Sentiment_3d,Sentiment_7d,News_Volume_7d,Sentiment_Momentum
2020-10-15 04:00:00,77.1359634399414,77.92593541611845,76.42484564784411,76.59195961535212,31210000,74.84659271240234,73.35268936157226,75.70703079223632,70.19149293899537,75.53779113434838,74.85016373302803,74.77582896138068,58.327794601891455,0.4424898152056471,-0.31063119848617415,0.7531210136918213,6.101530776781039,73.35268936157226,78.16735103599838,68.53802768714614,1.7242114939506052,28.687194773821812,0.0,0.0,0.0,0.0,0.0
2020-10-16 04:00:00,77.74246215820312,78.23885538819876,77.24457825784714,77.45136526093125,34194000,75.40249786376953,73.64182510375977,75.76926651000977,70.24084009170532,75.93864041141288,75.12562072590184,74.89216751811881,60.0778027936057,0.6068980897615575,-0.12712534083662783,0.7340234305981853,6.966434332519222,73.64182510375977,78.78743992656801,68.49621028095153,1.6828046377913455,26.951253498564853,0.0,0.0,0.0,0.0,0.0
2020-10-19 04:00:00,75.87042999267578,78.5473107543964,75.52181743296583,78.15058813294185,29734000,75.63616561889648,73.88930435180664,75.80058761596679,70.28260240554809,75.92623851709703,75.19655494178507,74.93053075241517,52.718677365618056,0.579455874687639,0.014190902268225558,0.5652649724194134,2.826131980528923,73.88930435180664,78.95945329972001,68.81915540389328,1.8351524419922671,28.022658686726825,0.0,0.0,0.0,0.0,0.0
2020-10-20 04:00:00,76.91827392578125,78.04694597778177,75.40180813556019,75.53123918577117,41670000,76.13236541748047,74.11558456420899,75.85440292358399,70.32060583114624,76.10660859140324,75.36052817835613,75.0084814650962,55.96978222758657,0.6349407678012824,0.1383408753748369,0.4965998924264455,6.559489554417053,74.11558456420899,79.30699722711097,68.924171901307,1.916268044850892,27.561219028633083,0.0,0.0,0.0,0.0,0.0
2020-10-21 04:00:00,78.64945220947266,80.09500878079854,77.71468095433627,77.8490682736484,60322000,76.76141510009765,74.5534652709961,75.95898803710938,70.36793455123902,76.5689437946886,75.67375903846246,75.15126463154233,60.76929694371199,0.8092757378252173,0.272527847864913,0.5367478899603043,6.9569409940594795,74.5534652709961,79.72214151331276,69.38478902867944,2.0387902238656275,24.470618157588856,0.0,0.0,0.0,0.0,0.0
2020-10-22 04:00:00,79.67449188232422,80.00971867518831,78.22745200812956,78.6003693037984,30512000,77.37251358032226,75.00919876098632,76.05759307861328,70.41792638778686,77.13358890153143,76.05478121406834,75.3286460923573,63.31889910156252,1.01840999607343,0.42170427750661643,0.5967057185668136,10.72625819160633,75.00919876098632,80.30108200598995,69.71731551598269,2.022461385829324,24.567920511074888,0.0,0.0,0.0,0.0,0.0
2020-10-23 04:00:00,80.9797134399414,81.03624541577501,79.93484422792365,80.09056254283196,30548000,77.98014373779297,75.49002532958984,76.17296966552735,70.47078699111938,77.83288427215142,76.5238223784372,75.55025657657629,66.32041917063395,1.274776049199474,0.592318631845188,0.682457417354286,11.913878539255629,75.49002532958984,81.12355013715143,69.85650052202826,2.016652809170384,24.770791901449194,0.0,0.0,0.0,0.0,0.0
2020-10-26 04:00:00,78.5651626586914,80.81109596389342,77.7464289699495,80.08807542144447,35826000,78.07783660888671,75.80152626037598,76.25197647094727,70.50930116653443,77.96602579697687,76.7182357384614,75.66848818763962,57.024411179787386,1.2684915436093434,0.727553214198019,0.5409383294113244,6.799098869999076,75.80152626037598,81.38932114434559,70.21373137640637,2.107651660635873,27.72693500419624,0.0,0.0,0.0,0.0,0.0
2020-10-27 04:00:00,79.28868865966797,79.4434081514448,78.20316272181296,78.79526915461666,25902000,78.2355842590332,76.13095359802246,76.33393936157226,70.54868818283082,78.2065099538298,76.96304077857631,75.81045683360153,58.88418697381881,1.3068292154487153,0.8434084144481583,0.46342080100055705,5.854575492934222,76.13095359802246,81.72573809948405,70.53616909656087,2.0696438990652766,27.781427435392516,0.0,0.0,0.0,0.0,0.0
2020-10-28 04:00:00,74.9207763671875,77.05364551687353,74.80572991828615,76.86520815058896,45174000,77.97454147338867,76.24302711486817,76.28932785034179,70.56857625961304,77.60910384716756,76.7685394060631,75.77556740354608,45.95488942317234,0.9735357644646143,0.8694338844514495,0.10410188001316478,-3.437966615353827,76.24302711486817,81.63272710103175,70.85332712870459,2.287522229346359,34.924167592935966,0.0,0.0,0.0,0.0,0.0
2020-10-29 04:00:00,77.20589447021484,78.78583097305014,75.20592187839175,75.22922779001276,55406000,77.98153457641601,76.41406364440918,76.3014974975586,70.59775510787964,77.53579305135797,76.81019226931564,75.83165866106249,51.904641126111365,0.8836026157645733,0.8722676307140743,0.011334985050499014,-0.650250683208442,76.41406364440918,81.69128510610554,71.13684218271283,2.4629310822415493,36.10706568366487,0.0,0.0,0.0,0.0,0.0
2020-10-30 04:00:00,80.14311218261719,83.37689063114517,79.42207419697557,82.68857929063469,99878000,78.22159957885742,76.81204872131347,76.34103073120117,70.63890245437622,78.00985107522328,77.12761321343959,76.0007352697509,58.264661964984484,1.0373805918092813,0.9052902229331158,0.13209036887616554,3.3688474016868364,76.81204872131347,81.94445558372189,71.67964185890506,2.6275341727671977,37.00825105390819,0.0,0.0,0.0,0.0,0.0
2020-11-02 05:00:00,80.55026245117188,82.23235921213355,80.050388434645,80.51158068776404,44228000,78.68958282470703,77.16287422180176,76.38938125610352,70.67480577468872,78.47174405266848,77.45357980750933,76.17914810039487,59.072590407252676,1.178519134728333,0.9599360052921593,0.21858312943617375,4.4263387127962295,77.16287422180176,82.31095604570372,72.0147923978998,2.689415928082172,36.678117915434996,0.0,0.0,0.0,0.0,0.0
2020-11-03 05:00:00,81.60850524902344,82.27003752125272,79.94475820536469,80.86961702118651,31432000,79.15860595703126,77.64548568725586,76.44939529418946,70.71532335281373,79.04206427018755,77.84928699241543,76.39206406700777,61.176278753900284,1.3600855766191273,1.039965919557553,0.3201196570615743,4.972884809016032,77.64548568725586,82.54198795641258,72.74898341809913,2.7210826740632705,35.42526029185614,0.0,0.0,0.0,0.0,0.0
2020-11-04 05:00:00,86.57693481445312,87.77602383653395,84.45199585367426,84.57993621429006,71342000,79.9513542175293,78.35638465881348,76.58824752807617,70.78028142929077,80.41204073278128,78.68049154689521,76.79147076298602,69.18477513909305,1.8831808958371425,1.208608914813471,0.6745719810236714,14.11156470684416,78.35638465881348,84.07984648652733,72.63292283109963,3.0543990182944256,40.324106356178795,0.0,0.0,0.0,0.0,0.0
2020-11-05 05:00:00,87.40261840820312,88.85660464736164,86.33791656920567,87.79685909810694,39758000,80.72416687011719,79.04834022521973,76.70564727783203,70.84916460037232,81.68305485558525,79.5111702955912,77.20759420005336,70.2818951480331,2.337419157451393,1.4343709633410555,0.9030481941103374,13.630498901390142,79.04834022521973,85.61599929851458,72.48068115192488,3.1555273132871835,40.23156315524819,0.0,0.0,0.0,0.0,0.0
2020-11-06 05:00:00,87.26527404785156,87.70017909769001,86.12221721038055,86.84921046950676,28622000,81.3527229309082,79.66643333435059,76.83578216552735,70.92195310592652,82.69800379963367,80.24965636723503,77.60201301761407,69.83649221669506,2.6557103347285107,1.6786388376185468,0.9770714971099639,10.954713092510527,79.66643333435059,86.88605543547415,72.44681123322702,3.052132210849961,40.241043812876875,0.0,0.0,0.0,0.0,0.0
2020-11-09 05:00:00,87.34906005859375,90.09982356156625,87.15714949334874,89.06289964750782,53440000,82.23111267089844,80.15447463989258,76.95677230834961,71.00370000839233,83.54365039217187,80.92579005212633,77.98425015647602,69.9615562416246,2.881503043312776,1.9192116787573927,0.9622913645553832,9.632403037605242,80.15447463989258,88.06880720768511,72.24014207210006,3.0733847984210985,38.919933203120635,0.0,0.0,0.0,0.0,0.0
2020-11-10 05:00:00,86.17377471923828,87.24789727172411,85.10262594054147,85.77953403684037,43022000,82.91962127685547,80.57760276794434,77.06407531738282,71.07491636276245,84.02185481527485,81.4255981156608,78.3054079824667,65.83789498766657,2.9318135652086994,2.1217320560476542,0.8100815091610452,6.4140277344264085,80.57760276794434,88.8391921219241,72.31601341396458,3.0069347457807405,39.519441145060526,0.0,0.0,0.0,0.0,0.0
2020-11-11 05:00:00,86.64537811279297,87.42244865386503,86.43858355014122,86.70339318512825,31838000,84.09208145141602,81.03331146240234,77.15547012329101,71.14695352554321,84.49885905118724,81.92272002014958,78.63246563463636,66.68641707382251,2.9754404434995223,2.292473733538028,0.6829667099614944,10.284730764453753,81.03331146240234,89.58765506656884,72.47896785823583,2.968820979178455,39.41231322967631,0.0,0.0,0.0,0.0,0.0
2020-11-12 05:00:00,86.42667388916016,87.52559292434917,86.18616144298254,86.38600961715265,26474000,85.01415939331055,81.49784698486329,77.18069137573242,71.21850454330445,84.84937083990958,82.3516680076744,78.93812086030395,65.86933303716992,2.9582664021726117,2.4256322672649446,0.5326341349076671,9.00252652699387,81.49784698486329,90.16931193111456,72.82638203861201,2.967226546886729,39.32785726837932,0.0,0.0,0.0,0.0,0.0
2020-11-13 05:00:00,87.88661193847656,88.12811565464587,86.08748643492731,86.68355780156224,29744000,85.78850936889648,82.00505447387695,77.32227111816407,71.3026788520813,85.40159649419448,82.87880552489365,79.28904207905583,68.63228985991775,3.0275608135893606,2.5460179765298276,0.48154283705953294,17.306061415785877,82.00505447387695,90.93449907486192,73.07560987289199,2.8820368861529184,39.51492189446303,0.0,0.0,0.0,0.0,0.0
2020-11-16 05:00:00,87.97440338134766,88.98158211488364,87.34460643181245,87.48395764257096,25468000,86.53092346191406,82.61025314331054,77.5135107421875,71.37493921279908,85.86937956458596,83.36410055884164,79.62964448306728,68.7958749717286,3.0543524953148022,2.647684880286823,0.4066676150279793,13.947780781540175,82.61025314331054,91.42907702305023,73.79142926357086,2.910374761398586,37.915773539046135,0.0,0.0,0.0,0.0,0.0
2020-11-17 05:00:00,87.36095428466797,88.12861160522714,87.25334605642084,87.66841068929054,21314000,87.10616836547851,83.13238716125488,77.749619140625,71.45335363388061,86.14057496823722,83.74475329463462,79.9328331027379,66.19800800318438,2.991599583024808,2.71646782083442,0.2751317621903877,9.00619143115371,83.13238716125488,91.76687632386904,74.49789799864072,2.6526823905003343,38.18823019684189,0.0,0.0,0.0,0.0,0.0
2020-11-18 05:00:00,86.31856536865234,87.52658328875724,86.21591343184126,87.11201051019275,20108000,87.08033142089843,83.51584281921387,77.94144332885742,71.52639738082885,86.17293685922179,83.98987825406488,80.18325397591101,61.91926466074113,2.825188361200617,2.7382119289076594,0.08697643229295737,7.161122437033773,83.51584281921387,91.99178618452291,75.03989945390484,2.4702263370041444,38.24941889130099,0.0,0.0,0.0,0.0,0.0
2020-11-19 05:00:00,87.20772552490234,87.4517111808944,85.79192921661566,85.95111313440208,20106000,87.06084213256835,83.89250450134277,78.1720573425293,71.59646821975709,86.36108025298189,84.29633989890654,80.45872344842049,64.05359515151002,2.733543474957159,2.7372782381175593,-0.003734763160400334,6.861074417174073,83.89250450134277,92.31908170636791,75.46592729631763,2.1479967515290315,38.18497305985319,0.0,0.0,0.0,0.0,0.0
2020-11-20 05:00:00,86.1073226928711,87.69321431232694,86.03888806138033,87.37782025271105,27694000,86.9450469970703,84.14888496398926,78.39086883544923,71.6602585029602,86.31494251477993,84.46881445071269,80.6802371442813,59.601447687130324,2.542809010815702,2.698384392657188,-0.15557538184148578,-0.5424217461480696,84.14888496398926,92.51410953560959,75.78366039236893,2.110307856776036,38.40542727199261,0.0,0.0,0.0,0.0,0.0
2020-11-23 05:00:00,85.6699447631836,86.58389223770376,84.80807238631498,86.29775917426349,22530000,86.77713546752929,84.50412406921387,78.60780624389649,71.71453493118287,86.19767019630787,84.58320781380516,80.87591195286572,57.87942031105873,2.3295047495239203,2.6246084640305347,-0.29510371450661443,-1.9824047340633366,84.50412406921387,92.46458473860284,76.54366339982491,2.0710607521689477,36.52988208796794,0.0,0.0,0.0,0.0,0.0
2020-11-24 05:00:00,87.47205352783203,87.59999391838477,85.33124637413032,85.66697261307304,27984000,86.90696334838867,84.91329231262208,78.83471130371093,71.77747476577758,86.42937625658499,84.85833597704581,81.13458417149185,62.66571953846583,2.2795969277484858,2.5556061567741253,-0.2760092290256395,0.2369550571365675,84.91329231262208,92.5808851217202,77.24569950352395,1.7925771062220863,36.96687396745722,0.0,0.0,0.0,0.0,0.0
2020-11-25 05:00:00,87.48345947265625,87.79339787805034,86.70142494635061,87.66595689602771,19600000,86.990771484375,85.5414264678955,79.08468551635742,71.83834669113159,86.62102775041612,85.10834773853252,81.3835596734983,62.69461382647837,2.2154269213548616,2.487570309690273,-0.2721433883354112,0.15386475134631095,85.5414264678955,91.66517208001825,79.41768085577276,1.6906688814752127,29.46101735096291,0.0,0.0,0.0,0.0,0.0
2020-11-27 05:00:00,88.61857604980469,89.1139856384809,87.50378908073866,87.50378908073866,14790000,87.20996170043945,86.112060546875,79.3822068786621,71.90619352340698,86.98421835030494,85.44265519674892,81.66728580590248,65.55195849582041,2.230454855020085,2.4361472187562354,-0.20569236373615052,2.837059579357848,86.112060546875,90.95923068934377,81.26489040440623,1.6944234727977263,28.315641843466473,0.0,0.0,0.0,0.0,0.0
2020-11-30 05:00:00,87.00094604492188,88.28731141843316,86.67563180881602,88.05473655890232,32418000,87.12139511108398,86.45495223999023,79.68303085327149,71.96462808609009,86.9872597493262,85.59106384895586,81.8764489525307,58.65696174520851,2.087768878385134,2.3664715506820153,-0.2787026722968813,0.41037149340619195,86.45495223999023,90.41293699946213,82.49696748051834,1.623014199424237,27.175146864119565,0.0,0.0,0.0,0.0,0.0
2020-12-01 05:00:00,89.03214263916016,90.33933938625974,87.42889272522542,87.6089081843694,37350000,87.22716903686523,86.87904624938965,80.04525680541992,72.03304258346557,87.35905663838692,85.91878563849912,82.15706439122205,63.80513137192197,2.1142184098681156,2.3160209225192356,-0.20180251265112004,3.0146581289723695,86.87904624938965,89.87347054929083,83.88462194948846,1.7010112868017788,28.009907197112337,0.0,0.0,0.0,0.0,0.0
