Date,Close_AAPL,High_AAPL,Low_AAPL,Open_AAPL,Volume_AAPL,SMA_10,SMA_20,SMA_50,SMA_200,EMA_10,EMA_20,EMA_50,RSI_14,MACD,MACD_Signal,MACD_Histogram,ROC_12,BB_Upper,BB_Lower,BB_Middle,ATR_14,Volatility_20
2020-10-15,117.30304718017578,117.77921521072741,114.81530369020432,115.36921555833267,112559200,114.38772277832031,111.51612739562988,113.6189503479004,85.88250951766967,115.19588514286443,113.61402863968122,110.13188106113962,63.102294267248254,1.6462993489845985,0.7732243738595153,0.8730749751250833,5.802425553642529,120.76053308855457,102.2717217027052,111.51612739562988,3.433837562377101,4.622202846462346
2020-10-16,115.66075897216797,118.11935811253977,115.45668693235429,117.85697447987833,115393800,114.97079010009766,112.10793914794922,113.72239624023437,86.09847204208374,115.28040765728323,113.80895533801329,110.34869980274858,56.51062505445098,1.5991231452158559,0.9384041281307834,0.6607190170850724,2.7717949519284057,120.77660999716531,103.43926829873314,112.10793914794922,3.413014997164407,4.334335424608045
2020-10-19,112.70655822753906,117.02123764921416,112.39559027449886,116.57422168009768,120639300,114.92025756835938,112.39461364746094,113.81699844360351,86.30318616867065,114.81243503369339,113.70396513701576,110.44116483901489,52.83359016841884,1.3082753689569557,1.012378376296018,0.29589699266093783,-0.693540480795577,120.7207375077138,104.06848978720808,112.39461364746094,3.622640673278859,4.16306193012643
2020-10-20,114.19338989257812,115.62190167444083,112.36644642665874,112.9203584018645,124423700,115.34298171997071,112.67157135009765,113.9099494934082,86.51247537612915,114.69988137167243,113.75057701849789,110.58831091954677,52.56337801411807,1.1841017127576947,1.0467230435883534,0.13737866916934127,3.972776774426773,120.84085485282367,104.50228784737163,112.67157135009765,3.60251154630469,4.084641751363005
2020-10-21,113.5714111328125,115.35947458504475,113.1632597673603,113.37705157448787,89946000,115.51692962646484,113.14530982971192,114.05561798095704,86.72035558700561,114.494704964607,113.73351360081358,110.70529524163562,50.12185541737513,1.0237040843267522,1.0421192517360331,-0.018415167409280953,0.3175705382094154,120.25043613262625,106.04018352679759,113.14530982971192,3.6268061151571547,3.552563151457163
2020-10-22,112.4830551147461,114.7084227103753,111.35579156521386,114.13507110113078,101988000,115.59272842407226,113.51118316650391,114.10887130737305,86.91700338363647,114.12895044645046,113.6144223164262,110.77501131509094,54.52440940537969,0.7995498602194289,0.9936053734327124,-0.19405551321328351,2.288801395193653,119.56147684985471,107.46088948315311,113.51118316650391,3.5490645387923485,3.0251468416754017
2020-10-23,111.79308319091797,113.2604666496336,111.05453154484074,113.10497897085499,82572600,115.40517654418946,113.64528770446778,114.10945419311524,87.10243207931518,113.70424730908091,113.44096144733018,110.81493570237828,47.33574422227628,0.5597782792006711,0.9068399545863042,-0.34706167538563304,-0.034738626289267285,119.39642971172267,107.89414569721288,113.64528770446778,3.454662357205941,2.8755710036274476
2020-10-26,111.80280303955078,113.2604666650257,109.69404402667767,110.79215536953423,111850700,114.49656753540039,113.64966087341308,114.11222381591797,87.28706495285034,113.35853016916633,113.284946360875,110.85367559795368,53.92605895660842,0.3663191847982574,0.7987358006286949,-0.43241661583043745,0.06957785112128985,119.3947536286099,107.90456811821626,113.64966087341308,3.414402926564558,2.8725463775984084
2020-10-27,113.30904388427734,113.96985164953288,111.30718833691205,112.23037227607989,92276800,114.0592658996582,113.7716178894043,114.15094924926758,87.47123064041138,113.34953266282287,113.28724136310379,110.94996455035853,53.206787508091175,0.33073005645778153,0.7051346517945122,-0.37440459533673065,-0.31632139322095765,119.36993399148174,108.17330178732685,113.7716178894043,3.438698921313673,2.7991580510387233
2020-10-28,108.06146240234375,112.17207716189112,107.96428630838615,111.80280503922792,143937800,113.08846130371094,113.54762382507325,114.06616165161132,87.6343218421936,112.38806534273574,112.7895481287457,110.83668995631875,43.497730280030524,-0.1195326558316907,0.5402011902692716,-0.6597338461009623,-10.610925779240068,119.68567193519377,107.40957571495272,113.54762382507325,3.6948302285478545,3.0690240550602645
2020-10-29,112.0651626586914,113.62972197847206,109.03322009698005,109.19842758479042,146129200,112.5646728515625,113.4761978149414,114.05863037109376,87.81904802322387,112.32935576381858,112.72055903635956,110.8848653564118,47.34810056943044,-0.15155689537169792,0.4018495731410777,-0.5534064685127756,-4.7729429374975645,119.65003075121835,107.30236487866445,113.4761978149414,3.9481848279048513,3.0869164681384733
2020-10-30,105.7874984741211,108.8291536074435,104.67967481973223,107.92540195106734,190272600,111.57734680175781,113.27406845092773,113.87564498901367,87.9676807975769,111.13992716569177,112.0602675542416,110.6849686159298,24.22026650662515,-0.6757022955425924,0.1863391994043437,-0.8620414949469362,-10.174118967096033,120.1726854159594,106.37545148589605,113.27406845092773,3.9058428904472615,3.4493084825158413
2020-11-02,105.7000503540039,107.55614568812253,104.29097841162539,106.03045798084733,122866900,110.8766960144043,112.89847679138184,113.57245040893555,88.11166616439819,110.1508586544758,111.45453258279039,110.48948162526605,27.10726092812537,-1.0856331309503133,-0.0680552666665877,-1.0175778642837257,-9.89147094222526,120.58438121604671,105.21257236671697,112.89847679138184,3.740641152970037,3.842952212332433
2020-11-03,107.32290649414062,108.34326649090318,105.66117100164739,106.56492266395703,107624400,110.18964767456055,112.76631469726563,113.27280303955078,88.26637163162232,109.63668553441485,111.06104438387136,110.36530220835918,31.14692477176088,-1.2649735163904552,-0.3074389166113612,-0.957534599779094,-7.208886187608127,120.749671730801,104.78295766373026,112.76631469726563,3.6955228641818,3.9916785167676867
2020-11-04,111.70561218261719,112.32754802876923,109.17899688086699,110.91847624915665,138235500,110.00306777954101,112.75999870300294,113.0808772277832,88.441627368927,110.01285401590619,111.12243179327572,110.41786338382028,41.14933316026085,-1.0414491649748925,-0.45424096628406746,-0.5872081986908251,-0.8880992026223553,120.74666748138561,104.77332992462026,112.75999870300294,3.8412892937607643,3.993334389191342
2020-11-05,115.67045593261719,116.24380742886032,113.57142435671982,114.62093643763855,126387100,110.32180786132812,112.9572681427002,112.93525650024414,88.6348614692688,111.04150890985363,111.55557694940349,110.62384740534172,50.0142837203124,-0.5381710501624042,-0.47102698305973484,-0.06714406710266935,1.2934777060463312,121.0307340343188,104.8838022510816,112.9572681427002,3.9752552984791683,4.036732945809296
2020-11-06,115.53904724121094,116.03550252982856,113.04700448892655,115.17886724342364,114457900,110.69640426635742,113.05079040527343,112.81640380859375,88.82854852676391,111.85924315191859,111.93495507243277,110.81660034008169,54.55072304598135,-0.14821457604642774,-0.40646450165707343,0.2582499256106457,1.7325100470024515,121.20191178553026,104.8996690250166,113.05079040527343,3.858316060349648,4.075560690128411
2020-11-09,113.2319564819336,118.75142852116217,112.96912766300157,117.30098686270992,154515300,110.83931961059571,112.66794357299804,112.65534500122071,89.0219920539856,112.1088273937395,112.05847901619475,110.91132018878176,48.49501211590665,-0.025045495059785594,-0.3301807003376159,0.3051352052778303,0.6657903863151046,119.94095405174592,105.39493309425016,112.66794357299804,4.038805032519541,3.6365052393739394
2020-11-10,112.89125061035156,114.46823839026816,111.10009473548428,112.48240247680658,138023400,110.79754028320312,112.42840309143067,112.40521118164062,89.20318807601929,112.25108616039623,112.13779059659063,110.9889645190394,48.92584615369786,0.04456109994667656,-0.25523234028075736,0.2997934402274339,0.9823214353594361,119.31118319043262,105.54562299242872,112.42840309143067,4.1225142351695,3.4413900495009715
2020-11-11,116.31783294677734,116.45411569770971,113.34880738506163,114.07889673370772,112295000,111.62317733764648,112.3558193206787,112.1237107849121,89.39349439620972,112.99049466701096,112.53588986803697,111.19793975149972,55.639624671304645,0.3719339621886064,-0.12979907978688462,0.5017330419754911,4.038387039034566,119.028860685171,105.68277795618641,112.3558193206787,4.137530945326408,3.336520682246149
2020-11-12,116.04524230957031,117.33019898779234,115.42223346115063,116.44436129860394,103162300,112.02118530273438,112.29292907714844,111.89078964233398,89.58300477981567,113.54590332929448,112.87011391008777,111.38803004789465,56.331171744843346,0.6024389861942296,0.016648533409338237,0.5857904527848914,2.414810267119941,118.79106986130026,105.79478829299663,112.29292907714844,4.116247404029898,3.2490703920759088
2020-11-13,116.09391784667969,116.49302940870272,114.74081980829087,116.269139549406,81581900,113.05182723999023,112.31458702087403,111.86330322265626,89.7900824546814,114.00917869609178,113.17714285642985,111.57257466745484,56.3817709268236,0.7800516377493096,0.16932915427733253,0.6107224834719771,7.433228521772921,118.86268543402396,105.7664886077241,112.31458702087403,3.9866607584630285,3.2740492065749627
2020-11-16,117.10630798339844,117.77798498184063,115.01338417236556,115.7629391328116,91183000,114.19245300292968,112.53457450866699,111.85450942993164,90.00324750900269,114.5722931119657,113.5513490589983,111.78958381709968,55.73150422059534,0.9910778384751637,0.3336788911168988,0.6573989473582649,4.498405396564207,119.42480595225575,105.64434306507823,112.53457450866699,3.993942008238331,3.44511572179438
2020-11-17,116.22047424316406,117.46649204968942,115.80188944001708,116.3762301824057,74271000,115.08220977783203,112.63592872619628,111.98620407104492,90.19969022750854,114.87196240854722,113.80555145749028,111.96334422596495,64.18243497726922,1.0744526222904227,0.4818336373516036,0.592618984938819,9.862201034647963,119.68666753363883,105.58518991875374,112.63592872619628,3.731073796365556,3.5253694037212724
2020-11-18,114.89657592773438,116.63905646851767,114.86737354648494,115.46118005472933,76322100,115.40130615234375,112.70218696594239,112.00396102905273,90.38637678146362,114.87643759385396,113.90945854989448,112.07837292015198,55.427346165061856,1.0219201500055277,0.5898509398823885,0.43206921012313926,8.700587694073985,119.81457726029545,105.58979667158933,112.70218696594239,3.4598897496444425,3.5561951471765303
2020-11-19,115.4903793334961,115.89922751370858,113.70895985661822,114.4682514561133,74113000,115.38329849243163,112.85255317687988,112.1080322265625,90.57149629592895,114.98806336469798,114.06002243404701,112.2121770932243,73.78059954120789,1.0164853491022825,0.6751778217263673,0.3413075273759152,7.610186032188178,120.07179285887116,105.6333134948886,112.85255317687988,3.0888025937966694,3.609619840995642
2020-11-20,114.22488403320312,115.6169210548832,114.17621587656545,115.49037493540368,73604300,115.25188217163085,112.97414321899414,112.21575241088867,90.75562120437623,114.84930348624437,114.07572353872854,112.29110677714505,69.75272478624743,0.8996922435381549,0.7200807060887249,0.17961153744943004,2.2552777800164714,120.20016177906638,105.74812465892191,112.97414321899414,2.9584838724981424,3.6130092800361164
2020-11-23,110.82752990722656,114.49744880802926,110.73018617398223,114.06912746953326,127959300,115.01143951416016,112.92537956237793,112.19022232055664,90.92092126846313,114.11807192642294,113.76637176429979,112.2337116057757,57.503461316561335,0.5269207662400532,0.6814487181189905,-0.1545279518789373,-4.186830583785222,120.19769531756698,105.65306380718887,112.92537956237793,3.0359958114118024,3.6361578775945302
2020-11-24,112.11251831054688,112.77446628204345,109.60100917514639,110.88597355527465,113874200,114.93356628417969,112.86555328369141,112.18689331054688,91.09499227523804,113.75342581444546,113.60886191156142,112.22895892753142,51.00442569539916,0.3313647433654978,0.611431923168292,-0.28006717980279416,-2.9656891003354873,120.14426339983385,105.58684316754898,112.86555328369141,2.905196923716692,3.639355058071217
2020-11-25,112.94966888427734,113.6505557267342,112.11249931432629,112.48241594054053,76499200,114.59674987792968,113.10996360778809,112.26658233642578,91.2640707206726,113.60728819077852,113.54608162324865,112.25722206309008,42.05747268259156,0.24115634108768802,0.5373768067521713,-0.29622046566448323,-0.24930029156679775,120.02883570392716,106.19109151164902,113.10996360778809,2.690901292728462,3.4594360480695374
2020-11-27,113.49478912353516,114.37089759423498,113.1346165605287,113.47532334723114,46691300,114.34170455932617,113.18144493103027,112.39196350097656,91.43869245529174,113.58683381491609,113.54119662327594,112.30575410467617,44.17314023041697,0.2112173972371778,0.4721449248491726,-0.2609275276119948,0.5346193880575651,120.08438934789234,106.2785005141682,113.18144493103027,2.5789534833752916,3.451472208431036
2020-11-30,115.88948822021484,117.7585146753094,113.70894992908693,113.86470584710362,169410200,114.32126159667969,113.68654441833496,112.63326278686523,91.62519083023071,114.00549825224313,113.76484344203202,112.4462926974424,57.53726350301596,0.3763840512519607,0.4529927501297303,-0.07660869887776955,-0.36825370255865614,119.73722671327302,107.6358621233969,113.68654441833496,2.4704838186334093,3.0253411474690255
2020-12-01,119.46207427978516,120.19216354656007,116.82401928706074,117.79747164276061,127728200,114.55683822631836,114.37464561462403,112.88304290771484,91.83674726486205,114.9976029845235,114.30743685515137,112.72142138694605,65.74893529092296,0.7864914681095883,0.5196924937257019,0.26679897438388633,2.9443964286789686,119.68608480361259,109.06320642563547,114.37464561462403,2.537236080887791,2.655719594494276
2020-12-02,119.8125,120.09480203261869,117.68063727975765,118.78063560532624,89004200,114.91604080200196,114.99912528991699,113.10620819091797,92.04446905136109,115.87303880551922,114.83172858323218,112.99950290118346,59.82475354089907,1.1267920206150706,0.6411123991035756,0.4856796215114949,3.2030809385133217,119.72414989298643,110.27410068684755,114.99912528991699,2.455186056995141,2.362512301534719
2020-12-03,119.67623901367188,120.49393545508784,118.9656155022822,120.24083575457,78967600,115.39400711059571,115.39765663146973,113.41780014038086,92.2555242729187,116.56452975245605,115.29311052898834,113.26133568990849,60.28687801740237,1.3696985056274968,0.7868296204083599,0.5828688852191369,2.194528266263644,120.29447499092551,110.50083827201395,115.39765663146973,2.428068516006849,2.4484091797278897
2020-12-04,119.00453186035156,119.5983382985472,118.2939084840868,119.34523864615622,78260400,115.74542236328125,115.56436042785644,113.69457901000976,92.47198808670043,117.00816649934615,115.64657922721341,113.48655906914155,57.96480869844796,1.4908172778865776,0.9276271519040036,0.563190125982574,2.3954966930891306,120.72042520756384,110.40829564814905,115.56436042785644,2.4016485823763642,2.5780323898536985
2020-12-07,120.46472930908203,121.26295994561156,119.00455077200225,119.06295553689276,86712000,116.36940689086914,115.81064453125,113.9216537475586,92.71373460769654,117.63663246475267,116.10545066358185,113.76021280404117,58.970372166669044,1.6852045195508367,1.0791426254333703,0.6060618941174665,4.846230913660834,121.41287390483147,110.20841515766854,115.81064453125,2.365493387789573,2.801114686790732
2020-12-08,121.0780029296875,121.66208029231422,119.82224848300353,121.06827375333532,82225500,117.39445419311524,116.2029468536377,114.10890701293945,92.97076093673707,118.2623361856499,116.57902706987763,114.04718496583124,63.166203450957035,1.8672197182870747,1.236758044004111,0.6304616742829636,4.838172346855222,122.1340608251829,110.2718328820925,116.2029468536377,2.3780097591923117,2.965556985772599
2020-12-09,118.54702758789062,122.60632215950014,117.78773593298261,121.2240215863675,115089200,118.03790512084962,116.48573570251465,114.2624494934082,93.20960611343384,118.31409825878457,116.76645569064077,114.22364938238259,59.28677292055337,1.7866441946660103,1.346735274136491,0.43990892052951924,3.7838896412721508,122.28998148608316,110.68148991894613,116.48573570251465,2.5956457095126546,2.9021228917842623
2020-12-10,119.96825408935547,120.58153376453309,116.96029017970807,117.30099698433379,81312200,118.73976364135743,116.66825675964355,114.41098770141602,93.47869054794312,118.6148538643429,117.07138887147075,114.44892799834233,60.93153181208294,1.8165287994140442,1.4406939791920017,0.3758348202220425,8.24770180277462,122.67627758367955,110.66023593560756,116.66825675964355,2.6978582757794163,3.0040104120180002
2020-12-11,119.16029357910156,119.50100038149354,117.3496717985599,119.17975935630199,86939800,119.30631408691406,116.82400932312012,114.52431991577149,93.74392873764037,118.71402472157175,117.2703321769594,114.6336874328819,62.323781060255065,1.7547887903568977,1.503512941424981,0.2512758489319167,6.2863410569662275,122.92481886109704,110.72319978514321,116.82400932312012,2.7819923552421173,3.0504047689884577
2020-12-14,118.54702758789062,120.07534750085607,118.31340110026942,119.34525822854418,79184500,119.57206802368164,116.94666481018066,114.6986587524414,93.97532484054565,118.68366160635699,117.39192221609571,114.78715175268617,72.38854517936326,1.6374978917641698,1.530309931492819,0.1071879602713508,4.955622056181554,123.08419880571861,110.80913081464271,116.94666481018066,2.638755481423519,3.0687669977689738
